name,price,year,mileage,engine,date_listed,day_listed,month_listed,year_listed,days_since_listed,link
 ,£3995,2012,90979,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954080?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2020,2012,62000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954076?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21450,2023,14000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954069?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3999,2014,85000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954066?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2899,2013,89137,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954059?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9895,2017,22700,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954057?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5400,2011,103000,2.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954052?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3150,2013,134272,1.7,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954024?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2300,2013,105771,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954022?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11850,2016,91600,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954020?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£32000,2021,29850,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954013?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15184,2021,47618,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954007?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4850,2017,87168,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954005?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£20650,2023,16500,64.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954004?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
